continue_drop,student_id,gender,caste,mathematics_marks,english_marks,science_marks,science_teacher,languages_teacher,guardian,internet,school_id,total_students,total_toilets,establishment_year
continue,s12125,M,OC,0.414,0.529,0.414,4,0,father,TRUE,00334,571,61,1924
drop,s12126,M,OC,0.359,0.521,0.359,2,7,other,TRUE,00313,399,14,1916
continue,s12127,M,SC,0.099,0.354,0.099,3,1,mother,TRUE,00380,228,15,1918
continue,s12128,M,BC,0.094,0.287,0.094,4,6,mother,TRUE,00364,147,28,1911
continue,s12129,M,BC,0.393,0.338,0.393,2,2,mother,TRUE,00346,87,30,1967
continue,s12130,M,BC,0.423,0.238,0.423,4,3,mother,TRUE,00384,190,14,1996
continue,s12131,M,ST,0.631,0.519,0.631,3,6,father,TRUE,00329,275,60,1914
continue,s12132,M,BC,0.433,0.559,0.433,8,4,mother,TRUE,00380,228,15,1918
continue,s12133,M,BC,0.126,0.26,0.126,4,0,mother,TRUE,00330,125,43,1959
continue,s12134,M,SC,0.539,0.727,0.539,1,7,mother,TRUE,00341,430,44,1959
continue,s12135,M,BC,0.167,0.405,0.167,2,6,father,TRUE,00357,57,14,1929
continue,s12136,M,BC,0.797,0.977,0.797,1,6,mother,TRUE,00345,143,28,1879
continue,s12137,M,BC,0.562,0.636,0.562,1,5,mother,TRUE,00340,134,15,1976
continue,s12138,M,SC,0.513,0.492,0.513,7,5,mother,TRUE,00376,68,15,1918
continue,s12139,M,BC,0.737,0.706,0.737,2,2,mother,TRUE,00313,399,14,1916
continue,s12140,M,BC,0.436,0.621,0.436,7,9,mother,TRUE,00368,240,15,1893
continue,s12141,M,SC,0.51,0.582,0.51,0,4,mother,TRUE,00313,399,14,1916
continue,s12142,M,BC,0.361,0.463,0.361,0,2,mother,TRUE,00320,384,28,1909
continue,s12143,M,SC,0.365,0.379,0.365,2,6,mother,TRUE,00356,154,NA,NA
continue,s12144,M,BC,0.663,0.823,0.663,4,4,father,TRUE,00352,177,28,1905
continue,s12145,M,BC,0.635,0.406,0.635,7,11,father,TRUE,00323,344,28,1961
continue,s12146,M,SC,0.562,0.709,0.562,6,3,mother,TRUE,00304,390,28,1914
continue,s12147,M,BC,0.478,0.523,0.478,5,6,mother,TRUE,00320,384,28,1909
continue,s12148,M,BC,0.563,0.639,0.563,4,12,father,TRUE,00341,430,44,1959
continue,s12149,M,OC,0.552,0.524,0.552,0,3,mother,TRUE,00361,287,15,1992
continue,s12150,M,BC,0.562,0.364,0.562,7,5,mother,TRUE,00333,335,43,1916
continue,s12151,M,OC,0.611,0.563,0.611,4,7,mother,FALSE,00367,128,14,1969
continue,s12152,M,SC,0.848,0.868,0.848,6,9,mother,TRUE,00389,299,1,1921
continue,s12153,M,BC,0.916,0.757,0.916,6,3,mother,TRUE,00389,299,1,1921
drop,s12154,M,SC,0.685,0.662,0.685,4,2,mother,TRUE,00385,193,2,1989
continue,s12155,M,SC,0.173,0.518,0.173,8,3,mother,TRUE,00347,67,1,1935
continue,s12156,M,BC,0.686,0.83,0.686,2,0,mother,TRUE,00391,161,14,1984
continue,s12157,M,SC,0.342,0.214,0.342,1,9,mother,TRUE,00343,353,15,1957
continue,s12158,M,BC,0.671,0.731,0.671,6,11,mother,TRUE,00334,571,61,1924
continue,s12159,M,OC,0.581,0.457,0.581,2,11,mother,TRUE,00313,399,14,1916
continue,s12160,M,BC,0.124,0.24,0.124,8,6,father,TRUE,00310,262,28,1985
continue,s12161,M,SC,0.357,0.573,0.357,2,7,mother,TRUE,00320,384,28,1909
drop,s12162,M,BC,0.389,0.216,0.389,6,5,mother,TRUE,00328,356,14,1943
continue,s12163,M,BC,0.442,0.571,0.442,0,7,father,TRUE,00309,28,15,1911
continue,s12164,M,OC,0.499,0.744,0.499,9,11,mother,TRUE,00311,209,14,1976
continue,s12165,M,SC,0.366,0.44,0.366,2,6,mother,TRUE,00333,335,43,1916
continue,s12166,M,SC,0.575,0.719,0.575,1,2,mother,TRUE,00344,220,71,1910
continue,s12167,M,BC,0.621,0.628,0.621,5,6,mother,TRUE,00370,272,1,1961
continue,s12168,M,ST,0.34,0.632,0.34,4,2,mixed,TRUE,00397,221,15,1915
continue,s12169,M,SC,0.408,0.659,0.408,4,4,mother,TRUE,00365,444,14,1970
continue,s12170,M,SC,0.373,0.615,0.373,4,8,father,TRUE,00365,444,14,1970
continue,s12171,M,ST,0.294,0.51,0.294,3,5,mixed,TRUE,00355,96,1,1966
continue,s12172,M,OC,0.802,0.891,0.802,6,7,mother,TRUE,00331,516,15,1996
continue,s12173,M,BC,0.113,0.16,0.113,0,6,mother,TRUE,00371,136,2,1925
continue,s12174,M,BC,0.456,0.518,0.456,4,10,mother,TRUE,00363,148,28,1895
continue,s12175,M,OC,0.4,0.352,0.4,8,3,mother,TRUE,00332,93,14,1880
continue,s12176,M,BC,0.458,0.413,0.458,6,2,father,TRUE,00343,353,15,1957
continue,s12177,M,OC,0.824,0.846,0.824,4,4,mother,TRUE,00363,148,28,1895
continue,s12178,M,BC,0.44,0.42,0.44,1,4,mother,TRUE,00311,209,14,1976
continue,s12179,M,BC,0.766,0.854,0.766,5,10,mother,TRUE,00387,113,4,2014
continue,s12180,M,BC,0.667,0.443,0.667,6,2,father,FALSE,00300,198,28,1913
continue,s12181,M,BC,0.023,0.441,0.023,6,3,mother,TRUE,00380,228,15,1918
continue,s12182,M,SC,0.447,0.654,0.447,4,3,mother,TRUE,00332,93,14,1880
continue,s12183,M,BC,0.851,0.753,0.851,4,6,other,FALSE,00382,470,71,1896
continue,s12184,M,BC,0.316,0.238,0.316,3,4,mother,TRUE,00393,111,10,2006
continue,s12185,F,BC,0.229,0.248,0.229,0,3,mother,TRUE,00383,132,14,1996
continue,s12186,F,OC,0.209,0.267,0.209,3,6,mother,TRUE,00304,390,28,1914
continue,s12187,F,SC,0.582,0.623,0.582,7,6,father,FALSE,00310,262,28,1985
continue,s12188,F,BC,0.478,0.332,0.478,9,0,mother,TRUE,00367,128,14,1969
drop,s12189,F,BC,0.594,0.511,0.594,6,7,father,TRUE,00331,516,15,1996
continue,s12190,F,SC,0.642,0.551,0.642,0,5,mother,FALSE,00365,444,14,1970
continue,s12191,F,BC,0.519,0.697,0.519,2,8,mother,FALSE,00315,280,1,1923
continue,s12192,F,SC,0.766,0.647,0.766,2,4,mother,TRUE,00320,384,28,1909
continue,s12193,F,BC,0.39,0.497,0.39,3,2,mother,TRUE,00320,384,28,1909
continue,s12194,F,OC,0.49,0.806,0.49,5,6,mother,FALSE,00388,155,1,1910
continue,s12195,F,BC,0.691,0.147,0.691,4,3,father,TRUE,00377,86,14,1954
continue,s12196,F,SC,0.266,0.271,0.266,4,2,mother,TRUE,00329,275,60,1914
continue,s12197,F,SC,1.032,0.828,1.032,0,4,mother,TRUE,00353,359,8,1986
continue,s12198,F,SC,0.464,0.593,0.464,8,4,mother,TRUE,00334,571,61,1924
continue,s12199,F,OC,0.198,0.27,0.198,2,7,mother,FALSE,00368,240,15,1893
drop,s12200,F,BC,0.134,0.472,0.134,4,7,mother,FALSE,00368,240,15,1893
continue,s12201,F,BC,0.569,0.455,0.569,2,9,father,TRUE,00362,397,5,1950
continue,s12202,F,OC,0.681,0.849,0.681,4,10,mother,TRUE,00342,295,18,1907
continue,s12203,F,BC,0.461,0.379,0.461,6,6,father,FALSE,00370,272,1,1961
continue,s12204,F,BC,0.511,0.6,0.511,3,9,mother,TRUE,00323,344,28,1961
continue,s12205,F,SC,0.896,0.859,0.896,8,3,father,TRUE,00384,190,14,1996
drop,s12206,F,BC,0.408,0.798,0.408,9,5,mother,TRUE,00315,280,1,1923
continue,s12207,F,SC,0.163,0.48,0.163,4,6,mother,TRUE,00337,185,15,1975
continue,s12208,M,SC,0.649,0.411,0.649,5,6,mother,TRUE,00337,185,15,1975
continue,s12209,M,SC,0.442,0.643,0.442,8,4,father,TRUE,00360,273,2,1995
continue,s12210,M,SC,0.694,0.265,0.694,3,2,mother,TRUE,00315,280,1,1923
continue,s12211,M,SC,0.699,0.353,0.699,3,12,mother,TRUE,00304,390,28,1914
continue,s12212,M,SC,0.511,0.403,0.511,4,5,mother,FALSE,00320,384,28,1909
continue,s12213,M,BC,0.301,0.146,0.301,4,10,mother,TRUE,00369,387,28,1921
continue,s12214,M,SC,0.659,0.347,0.659,8,8,mother,TRUE,00346,87,30,1967
continue,s12215,M,OC,0.226,0.173,0.226,4,5,father,FALSE,00304,390,28,1914
continue,s12216,M,SC,0.551,0.277,0.551,2,10,father,TRUE,00389,299,1,1921
continue,s12217,M,SC,0.437,0.442,0.437,0,3,mother,TRUE,00361,287,15,1992
drop,s12218,M,ST,0.749,1.01,0.749,4,6,father,TRUE,00305,354,86,1986
continue,s12219,M,OC,0.478,0.642,0.478,4,0,father,TRUE,00360,273,2,1995
continue,s12220,M,OC,0.323,0.429,0.323,2,7,mother,TRUE,00385,193,2,1989
continue,s12221,M,BC,0.633,0.885,0.633,6,2,mother,TRUE,00302,191,2,1948
continue,s12222,M,SC,0.337,0.283,0.337,2,6,other,TRUE,00304,390,28,1914
continue,s12223,M,BC,0.344,0.351,0.344,6,0,other,TRUE,00312,257,14,1946
continue,s12224,M,BC,0.183,0.077,0.183,4,6,mother,FALSE,00339,245,14,1840
continue,s12225,F,SC,0.409,0.514,0.409,6,0,mother,TRUE,00374,207,28,1896
continue,s12226,F,BC,0.29,0.512,0.29,4,7,mother,TRUE,00334,571,61,1924
continue,s12227,F,OC,0.602,0.666,0.602,4,2,mother,FALSE,00336,206,17,1940
continue,s12228,F,BC,0.378,0.526,0.378,8,7,mother,TRUE,00378,121,28,1971
continue,s12229,F,OC,0.536,0.614,0.536,9,4,other,TRUE,00313,399,14,1916
continue,s12230,F,BC,0.594,0.519,0.594,4,8,mother,TRUE,00329,275,60,1914
continue,s12231,F,OC,0.177,0.525,0.177,6,7,father,TRUE,00307,177,15,1926
continue,s12232,F,OC,0.48,0.457,0.48,2,9,mother,TRUE,00329,275,60,1914
continue,s12233,F,OC,0.821,0.728,0.821,2,2,father,TRUE,00334,571,61,1924
continue,s12234,F,BC,0.418,0.322,0.418,8,10,father,FALSE,00317,28,2,1872
continue,s12235,F,OC,0.757,0.664,0.757,8,6,mother,TRUE,00344,220,71,1910
continue,s12236,F,OC,0.133,0.566,0.133,2,2,mother,TRUE,00363,148,28,1895
continue,s12237,F,SC,0.566,0.495,0.566,0,4,father,TRUE,00364,147,28,1911
continue,s12238,F,BC,0.413,0.598,0.413,1,6,father,TRUE,00305,354,86,1986
continue,s12239,F,BC,0.461,0.524,0.461,0,3,mother,TRUE,00392,469,14,1905
continue,s12240,F,OC,0.742,0.672,0.742,3,12,mother,TRUE,00389,299,1,1921
drop,s12241,F,BC,0.503,0.523,0.503,9,0,father,TRUE,00384,190,14,1996
continue,s12242,F,OC,0.32,0.408,0.32,9,6,mother,TRUE,00304,390,28,1914
continue,s12243,F,SC,0.306,0.485,0.306,5,6,father,FALSE,00341,430,44,1959
continue,s12244,F,BC,0.107,0.507,0.107,7,5,father,TRUE,00304,390,28,1914
continue,s12245,F,ST,0.38,0.426,0.38,9,4,mother,TRUE,00328,356,14,1943
continue,s12246,F,BC,0.746,0.669,0.746,3,6,mother,TRUE,00351,251,100,1924
drop,s12247,F,ST,0.681,0.758,0.681,5,3,mother,TRUE,00365,444,14,1970
continue,s12248,F,SC,0.895,0.615,0.895,4,0,mother,TRUE,00395,60,45,1860
continue,s12249,F,BC,0.132,0.759,0.132,4,0,mother,TRUE,00324,170,31,1949
continue,s12250,F,BC,0.456,0.46,0.456,2,12,mother,TRUE,00382,470,71,1896
continue,s12251,F,BC,0.444,0.574,0.444,4,0,father,TRUE,00332,93,14,1880
continue,s12252,F,SC,0.304,0.556,0.304,9,10,father,TRUE,00398,116,1,1995
continue,s12253,F,OC,0.362,0.703,0.362,0,5,mother,TRUE,00398,116,1,1995
continue,s12254,F,SC,0.519,0.663,0.519,8,0,mother,TRUE,00368,240,15,1893
continue,s12255,F,BC,0.779,0.701,0.779,4,2,mother,TRUE,00336,206,17,1940
continue,s12256,F,BC,0.567,0.558,0.567,8,2,mother,TRUE,00344,220,71,1910
continue,s12257,F,BC,0.391,0.533,0.391,5,0,mother,TRUE,00300,198,28,1913
continue,s12258,F,BC,0.355,0.373,0.355,7,4,mother,TRUE,00339,245,14,1840
continue,s12259,F,SC,0.38,0.611,0.38,3,10,mother,TRUE,00371,136,2,1925
continue,s12260,F,BC,0.304,0.474,0.304,0,2,mother,TRUE,00364,147,28,1911
continue,s12261,F,ST,0.599,0.677,0.599,1,2,mother,TRUE,00365,444,14,1970
continue,s12262,F,BC,0.449,0.475,0.449,3,5,father,TRUE,00383,132,14,1996
continue,s12263,F,ST,0.563,0.626,0.563,2,6,mother,TRUE,00347,67,1,1935
continue,s12264,F,BC,0.412,0.588,0.412,6,6,father,TRUE,00374,207,28,1896
continue,s12265,F,SC,0.566,0.855,0.566,4,5,mother,FALSE,00315,280,1,1923
continue,s12266,F,SC,0.366,0.625,0.366,6,8,mother,TRUE,00322,179,8,1955
continue,s12267,F,SC,0.625,0.656,0.625,4,4,mother,TRUE,00334,571,61,1924
drop,s12268,F,OC,0.301,0.467,0.301,6,5,mother,TRUE,00314,286,28,1903
continue,s12269,F,SC,0.08,0.411,0.08,6,10,other,TRUE,00397,221,15,1915
drop,s12270,F,BC,0.623,0.699,0.623,6,0,father,TRUE,00396,129,21,2006
continue,s12271,F,BC,0.443,0.601,0.443,0,6,mother,FALSE,00331,516,15,1996
continue,s12272,F,SC,0.475,0.596,0.475,2,6,father,TRUE,00354,184,NA,NA
drop,s12273,F,BC,0.157,0.674,0.157,1,8,mother,TRUE,00323,344,28,1961
continue,s12274,F,BC,0.389,0.537,0.389,3,8,mother,FALSE,00369,387,28,1921
continue,s12275,F,SC,0.661,0.406,0.661,5,11,mother,TRUE,00304,390,28,1914
continue,s12276,F,BC,0.656,0.319,0.656,4,6,mother,TRUE,00333,335,43,1916
continue,s12277,F,BC,0.229,0.6,0.229,5,4,mother,TRUE,00335,87,14,1886
continue,s12278,F,SC,0.283,0.478,0.283,1,10,mother,TRUE,00365,444,14,1970
continue,s12279,F,OC,0.64,0.636,0.64,2,4,mother,TRUE,00392,469,14,1905
continue,s12280,F,BC,0.662,0.632,0.662,3,3,mother,TRUE,00351,251,100,1924
continue,s12281,F,BC,0.351,0.464,0.351,5,4,mother,TRUE,00360,273,2,1995
continue,s12282,F,SC,0.48,0.546,0.48,4,8,mother,FALSE,00343,353,15,1957
continue,s12283,F,BC,0.544,0.597,0.544,5,5,mother,TRUE,00329,275,60,1914
continue,s12284,F,BC,0.779,0.625,0.779,8,9,mother,TRUE,00315,280,1,1923
continue,s12285,F,OC,0.299,0.445,0.299,1,4,mother,TRUE,00374,207,28,1896
drop,s12286,F,BC,0.551,0.82,0.551,4,9,mother,TRUE,00332,93,14,1880
continue,s12287,F,SC,0.417,0.535,0.417,3,7,father,FALSE,00331,516,15,1996
continue,s12288,F,BC,0.398,0.393,0.398,3,10,mother,TRUE,00382,470,71,1896
continue,s12289,F,ST,0.393,0.685,0.393,4,6,mother,FALSE,00300,198,28,1913
continue,s12290,F,BC,0.519,0.432,0.519,0,0,mother,TRUE,00397,221,15,1915
continue,s12291,F,OC,0.206,0.478,0.206,3,7,mother,TRUE,00393,111,10,2006
continue,s12292,F,SC,0.708,0.949,0.708,1,6,father,TRUE,00344,220,71,1910
continue,s12293,F,OC,0.777,0.767,0.777,0,5,mother,TRUE,00382,470,71,1896
continue,s12294,F,SC,0.544,0.563,0.544,2,7,mother,TRUE,00391,161,14,1984
continue,s12295,F,SC,0.863,0.738,0.863,4,6,mother,TRUE,00382,470,71,1896
continue,s12296,F,BC,0.39,0.511,0.39,4,10,mother,TRUE,00371,136,2,1925
continue,s12297,F,BC,0.352,0.569,0.352,2,7,mother,TRUE,00362,397,5,1950
continue,s12298,F,BC,0.59,0.576,0.59,4,6,mother,TRUE,00333,335,43,1916
continue,s12299,F,BC,0.757,0.882,0.757,6,7,mother,TRUE,00372,99,14,1956
continue,s12300,F,BC,0.744,0.899,0.744,4,3,mother,TRUE,00344,220,71,1910
continue,s12301,F,OC,0.639,0.614,0.639,4,0,mother,TRUE,00376,68,15,1918
continue,s12302,F,SC,0.55,0.679,0.55,7,0,mother,TRUE,00386,220,30,1847
continue,s12303,F,OC,0.67,0.793,0.67,4,5,mother,TRUE,00315,280,1,1923
continue,s12304,F,SC,0.584,0.536,0.584,2,10,mother,TRUE,00304,390,28,1914
continue,s12305,F,SC,0.687,0.483,0.687,6,10,mother,TRUE,00302,191,2,1948
continue,s12306,F,ST,0.434,0.611,0.434,2,5,father,TRUE,00313,399,14,1916
continue,s12307,F,BC,0.336,0.448,0.336,6,10,mother,FALSE,00360,273,2,1995
continue,s12308,F,SC,0.443,0.424,0.443,4,0,father,TRUE,00315,280,1,1923
continue,s12309,F,ST,0.51,0.44,0.51,2,0,mother,TRUE,00315,280,1,1923
continue,s12310,F,BC,0.653,0.572,0.653,5,6,mother,TRUE,00339,245,14,1840
continue,s12311,F,BC,0.586,0.648,0.586,4,9,father,TRUE,00352,177,28,1905
continue,s12312,F,BC,0.347,0.538,0.347,4,5,father,FALSE,00343,353,15,1957
continue,s12313,F,BC,0.542,0.767,0.542,1,5,mother,TRUE,00371,136,2,1925
continue,s12314,F,ST,0.819,0.798,0.819,8,6,mother,TRUE,00327,251,18,1984
continue,s12315,F,ST,0.676,0.764,0.676,0,5,mother,TRUE,00364,147,28,1911
continue,s12316,F,BC,0.416,0.533,0.416,0,4,mother,TRUE,00320,384,28,1909
continue,s12317,F,SC,0.495,0.741,0.495,0,3,mother,TRUE,00361,287,15,1992
continue,s12318,F,OC,0.576,0.667,0.576,7,3,mother,FALSE,00349,132,28,2003
continue,s12319,F,OC,0.277,0.465,0.277,0,3,mother,TRUE,00369,387,28,1921
continue,s12320,F,SC,0.401,0.538,0.401,2,1,mother,TRUE,00338,145,2,1929
continue,s12321,F,SC,0.626,0.751,0.626,5,4,father,TRUE,00347,67,1,1935
continue,s12322,F,OC,0.413,0.831,0.413,8,3,father,TRUE,00391,161,14,1984
continue,s12323,F,BC,0.328,0.547,0.328,3,6,mother,TRUE,00377,86,14,1954
continue,s12324,F,BC,0.503,0.446,0.503,4,4,mother,TRUE,00311,209,14,1976
continue,s12325,F,BC,0.948,0.939,0.948,4,4,mother,FALSE,00367,128,14,1969
continue,s12326,F,BC,0.404,0.532,0.404,0,7,mother,FALSE,00352,177,28,1905
continue,s12327,F,SC,0.666,0.727,0.666,4,6,mother,TRUE,00353,359,8,1986
continue,s12328,F,SC,0.235,0.483,0.235,1,7,father,TRUE,00394,122,15,1889
continue,s12329,F,BC,0.347,0.643,0.347,1,6,mother,TRUE,00313,399,14,1916
drop,s12330,F,OC,0.64,0.711,0.64,8,10,mother,TRUE,00369,387,28,1921
continue,s12331,F,BC,0.284,0.558,0.284,1,10,mother,FALSE,00327,251,18,1984
continue,s12332,F,SC,0.227,0.432,0.227,8,5,father,TRUE,00329,275,60,1914
continue,s12333,F,SC,0.148,0.479,0.148,4,5,mother,FALSE,00376,68,15,1918
continue,s12334,F,ST,0.389,0.582,0.389,4,6,mother,TRUE,00300,198,28,1913
continue,s12335,F,BC,0.482,0.698,0.482,5,2,mother,FALSE,00311,209,14,1976
continue,s12336,F,BC,0.613,0.696,0.613,1,2,mother,TRUE,00323,344,28,1961
continue,s12337,F,BC,0.5,0.544,0.5,1,5,mother,TRUE,00302,191,2,1948
continue,s12338,F,BC,0.474,0.562,0.474,9,4,mother,TRUE,00392,469,14,1905
continue,s12339,F,OC,0.46,0.635,0.46,1,10,mother,FALSE,00312,257,14,1946
continue,s12340,F,SC,0.357,0.573,0.357,6,6,father,FALSE,00369,387,28,1921
continue,s12341,F,BC,0.531,0.778,0.531,8,4,mother,TRUE,00382,470,71,1896
continue,s12342,F,BC,0.79,0.865,0.79,0,10,father,FALSE,00320,384,28,1909
continue,s12343,F,SC,0.684,0.848,0.684,8,6,father,TRUE,00392,469,14,1905
continue,s12344,F,OC,0.885,0.985,0.885,5,5,father,TRUE,00351,251,100,1924
continue,s12345,F,BC,0.74,0.869,0.74,4,3,mother,TRUE,00328,356,14,1943
continue,s12346,F,BC,0.152,0.568,0.152,2,0,mother,TRUE,00338,145,2,1929
continue,s12347,F,BC,0.413,0.611,0.413,3,2,mother,FALSE,00343,353,15,1957
continue,s12348,F,BC,0.474,0.255,0.474,0,6,mother,TRUE,00394,122,15,1889
continue,s12349,F,BC,0.757,0.481,0.757,1,6,mother,TRUE,00389,299,1,1921
continue,s12350,F,BC,0.646,0.804,0.646,8,0,mother,TRUE,00387,113,4,2014
continue,s12351,F,BC,0.73,0.554,0.73,6,3,mother,TRUE,00305,354,86,1986
drop,s12352,F,BC,0.697,0.947,0.697,6,3,mother,TRUE,00357,57,14,1929
continue,s12353,F,BC,0.275,0.429,0.275,4,6,mother,TRUE,00376,68,15,1918
continue,s12354,F,BC,0.531,0.564,0.531,5,3,mother,FALSE,00328,356,14,1943
continue,s12355,F,OC,0.935,0.734,0.935,8,5,mother,TRUE,00320,384,28,1909
continue,s12356,F,BC,0.447,0.45,0.447,0,4,mother,TRUE,00329,275,60,1914
continue,s12357,F,BC,0.444,0.559,0.444,1,0,mother,TRUE,00389,299,1,1921
continue,s12358,F,SC,0.794,0.667,0.794,4,6,mother,TRUE,00343,353,15,1957
continue,s12359,F,OC,0.737,0.649,0.737,8,5,father,TRUE,00360,273,2,1995
continue,s12360,F,SC,0.631,0.6,0.631,3,6,father,TRUE,00310,262,28,1985
continue,s12361,F,ST,0.594,0.532,0.594,2,9,mother,TRUE,00320,384,28,1909
continue,s12362,F,BC,0.236,0.464,0.236,4,7,father,TRUE,00351,251,100,1924
continue,s12363,F,BC,0.737,0.836,0.737,2,6,father,TRUE,00342,295,18,1907
continue,s12364,F,BC,0.778,0.747,0.778,9,9,mother,TRUE,00331,516,15,1996
continue,s12365,F,SC,0.386,0.632,0.386,9,0,mother,TRUE,00334,571,61,1924
continue,s12366,F,SC,0.61,0.81,0.61,5,6,mother,TRUE,00337,185,15,1975
continue,s12367,F,BC,0.674,0.567,0.674,4,12,father,TRUE,00371,136,2,1925
continue,s12368,F,OC,0.494,0.5,0.494,6,8,mother,TRUE,00336,206,17,1940
continue,s12369,F,SC,0.422,0.436,0.422,1,6,mother,FALSE,00342,295,18,1907
continue,s12370,F,SC,0.068,0.31,0.068,3,9,mother,TRUE,00341,430,44,1959
continue,s12371,F,BC,0.212,0.601,0.212,1,4,mother,FALSE,00334,571,61,1924
continue,s12372,F,SC,0.332,0.289,0.332,5,10,mother,TRUE,00382,470,71,1896
continue,s12373,F,BC,0.511,0.551,0.511,1,5,mother,TRUE,00304,390,28,1914
continue,s12374,F,SC,0.592,0.891,0.592,3,7,mother,FALSE,00334,571,61,1924
continue,s12375,F,SC,0.274,0.24,0.274,0,7,mother,FALSE,00371,136,2,1925
continue,s12376,F,BC,0.404,0.608,0.404,6,9,mother,TRUE,00305,354,86,1986
continue,s12377,F,BC,0.37,0.753,0.37,2,4,mother,TRUE,00358,26,14,1895
continue,s12378,F,SC,0.186,0.51,0.186,6,4,other,TRUE,00351,251,100,1924
continue,s12379,F,SC,0.236,0.56,0.236,7,0,mother,TRUE,00346,87,30,1967
continue,s12380,F,OC,1.002,0.92,1.002,2,4,mother,TRUE,00368,240,15,1893
continue,s12381,F,BC,0.194,0.508,0.194,4,9,mother,TRUE,00346,87,30,1967
continue,s12382,F,BC,0.504,0.575,0.504,4,5,mother,TRUE,00328,356,14,1943
continue,s12383,F,BC,0.79,0.818,0.79,4,5,father,TRUE,00333,335,43,1916
continue,s12384,F,OC,0.703,0.814,0.703,1,0,mother,TRUE,00349,132,28,2003
continue,s12385,F,BC,0.114,0.444,0.114,2,7,mother,TRUE,00323,344,28,1961
continue,s12386,F,SC,0.481,0.754,0.481,2,7,mother,TRUE,00334,571,61,1924
continue,s12387,F,OC,0.642,0.901,0.642,5,10,father,TRUE,00369,387,28,1921
continue,s12388,F,SC,0.885,0.745,0.885,4,3,father,TRUE,00335,87,14,1886
continue,s12389,F,BC,0.448,0.581,0.448,1,10,father,TRUE,00386,220,30,1847
continue,s12390,F,BC,0.523,0.594,0.523,0,7,mother,TRUE,00305,354,86,1986
continue,s12391,F,BC,0.578,0.728,0.578,0,10,mother,TRUE,00341,430,44,1959
continue,s12392,F,ST,0.522,0.568,0.522,5,6,mother,FALSE,00342,295,18,1907
continue,s12393,F,BC,0.143,0.517,0.143,4,7,other,TRUE,00323,344,28,1961
continue,s12394,F,BC,0.772,0.646,0.772,5,3,mother,TRUE,00311,209,14,1976
continue,s12395,F,BC,0.353,0.57,0.353,5,4,other,TRUE,00331,516,15,1996
continue,s12396,F,BC,0.346,0.296,0.346,2,1,other,FALSE,00306,72,1,1934
continue,s12397,F,BC,0.354,0.578,0.354,1,5,other,TRUE,00398,116,1,1995
continue,s12398,F,SC,0.418,0.496,0.418,2,6,other,TRUE,00329,275,60,1914
continue,s12399,F,BC,0.266,0.623,0.266,7,6,other,TRUE,00365,444,14,1970
continue,s12400,M,BC,0.521,0.401,0.521,4,8,mother,TRUE,00328,356,14,1943
continue,s12401,M,BC,0.357,0.227,0.357,2,7,mother,FALSE,00331,516,15,1996
continue,s12402,M,BC,0.172,0.42,0.172,8,10,mother,FALSE,00365,444,14,1970
continue,s12403,M,SC,0.851,0.584,0.851,3,0,mother,TRUE,00381,38,14,1904
continue,s12404,M,BC,0.674,0.46,0.674,0,2,father,TRUE,00367,128,14,1969
continue,s12405,M,SC,0.782,0.713,0.782,2,5,other,TRUE,00378,121,28,1971
continue,s12406,M,SC,0.951,0.704,0.951,8,4,mother,TRUE,00365,444,14,1970
continue,s12407,M,BC,0.547,0.537,0.547,2,6,mother,TRUE,00374,207,28,1896
continue,s12408,M,BC,0.646,0.544,0.646,4,3,mother,TRUE,00304,390,28,1914
continue,s12409,M,BC,0.391,0.451,0.391,5,0,father,TRUE,00334,571,61,1924
continue,s12410,M,SC,0.745,0.645,0.745,4,3,father,TRUE,00341,430,44,1959
continue,s12411,M,BC,0.463,0.374,0.463,6,6,mother,TRUE,00313,399,14,1916
continue,s12412,M,BC,0.562,0.53,0.562,8,5,father,TRUE,00342,295,18,1907
continue,s12413,M,SC,0.83,0.567,0.83,0,0,mother,TRUE,00353,359,8,1986
continue,s12414,M,BC,0.788,0.655,0.788,8,9,father,TRUE,00331,516,15,1996
continue,s12415,M,SC,0.576,0.347,0.576,4,10,father,TRUE,00385,193,2,1989
continue,s12416,M,BC,0.543,0.537,0.543,6,2,mother,TRUE,00352,177,28,1905
continue,s12417,M,SC,0.847,0.456,0.847,5,7,mother,TRUE,00354,184,NA,NA
continue,s12418,M,SC,0.472,0.384,0.472,4,5,mother,TRUE,00321,35,1,1983
continue,s12419,M,BC,0.73,0.502,0.73,6,3,mother,FALSE,00356,154,NA,NA
continue,s12420,M,BC,0.485,0.52,0.485,1,8,mother,TRUE,00327,251,18,1984
continue,s12421,M,SC,0.474,0.494,0.474,6,10,mother,TRUE,00365,444,14,1970
continue,s12422,M,OC,0.774,0.691,0.774,4,2,mother,TRUE,00313,399,14,1916
continue,s12423,M,SC,0.257,0.383,0.257,7,7,father,TRUE,00398,116,1,1995
continue,s12424,M,BC,0.72,0.513,0.72,1,0,father,TRUE,00369,387,28,1921
continue,s12425,M,SC,0.503,0.403,0.503,8,3,mother,TRUE,00374,207,28,1896
continue,s12426,M,ST,0.655,0.841,0.655,3,6,father,FALSE,00349,132,28,2003
continue,s12427,M,SC,0.584,0.552,0.584,3,9,mother,TRUE,00367,128,14,1969
continue,s12428,M,ST,0.838,0.759,0.838,4,2,mother,TRUE,00397,221,15,1915
