"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeCount","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Feedback"
28,"No","Travel_Rarely",1476,"Research & Development",16,"College","Medical",1,2,"Male",68,4,2,"Healthcare Representative",1,"Single",5661,4824,0,"No",19,3,3,80,0,9,2,3,8,3,0,7,"Too much expectations Difficult to balance work and personal life Expectations too high instant delivery is expected"
31,"No","Travel_Rarely",218,"Sales",7,"Bachelor","Technical Degree",1,2,"Male",100,4,2,"Sales Executive",4,"Married",6929,12241,4,"No",11,3,2,80,1,10,3,2,8,7,7,7,"Committee decisions very large company Too much politics"
39,"No","Travel_Rarely",1132,"Research & Development",1,"Bachelor","Medical",1,3,"Male",48,4,3,"Healthcare Representative",4,"Divorced",9613,10942,0,"No",17,3,1,80,3,19,5,2,18,10,3,7," Much of the work is not interesting  Midlevel executive leadership is questionable  Death march schedules and random priority changes becoming more common  No career path from engineer to having substantive influence over what gets worked on  Too many overqualified people forced into work thats beneath their abilities"
36,"No","Non-Travel",1105,"Research & Development",24,"Master","Life Sciences",1,2,"Female",47,3,2,"Laboratory Technician",2,"Married",5674,6927,7,"No",15,3,3,80,1,11,3,3,9,8,0,8,"the managers from my experience did not know how to manage they seemed like former engineers that were just given the title No leadership guidance or followup throughout my year there Also when it came time to convert me to full time management failed and forgot to submit my application Contractors overall seemed pretty unhappy even with all the awesome company perks"
32,"No","Travel_Rarely",906,"Sales",7,"Bachelor","Life Sciences",1,4,"Male",91,2,2,"Sales Executive",3,"Married",5484,16985,1,"No",14,3,3,80,1,13,3,2,13,8,4,8,"Career advancement and promotions are vague Job titles mean nothing  you can be doing something someone 2 levels higher is doing but you wont get paid the same"
38,"No","Travel_Rarely",849,"Research & Development",25,"College","Life Sciences",1,1,"Female",81,2,3,"Research Director",2,"Married",12061,26707,3,"No",17,3,3,80,1,19,2,3,10,8,0,1,"The management was too far removed from our group They really had no idea what we did or how And they never asked The would make power plays against each other that would adversely affect the day to day of the people working below them There was a very strong feeling of working for them Not With them"
58,"No","Non-Travel",390,"Research & Development",1,"Master","Life Sciences",1,4,"Male",32,1,2,"Healthcare Representative",3,"Divorced",5660,17056,2,"Yes",13,3,4,80,1,12,2,3,5,3,1,2,"The downside is that youll need to take advantage of all that because youll be so busy with work My experience was that doing well at Google took over my life completely while I was there requiring me to work during the shuttle ride at work and during lunches on the shuttle ride home and most evenings and weekends "
31,"No","Travel_Rarely",691,"Research & Development",5,"Master","Technical Degree",1,3,"Male",86,3,1,"Research Scientist",4,"Married",4821,10077,0,"Yes",12,3,3,80,1,6,4,3,5,2,0,3,"Too few opportunities Engineers can be extremely weird here I would recommend against this job for another tech company Direction is vague and erratic"
31,"No","Travel_Rarely",106,"Human Resources",2,"Bachelor","Human Resources",1,1,"Male",62,2,2,"Human Resources",1,"Married",6410,17822,3,"No",12,3,4,80,0,9,1,3,2,2,1,0,"The cons of working at Google are that if you are not an engineer there is not as much flexibility and creativity allowed"
45,"No","Travel_Frequently",1249,"Research & Development",7,"Bachelor","Life Sciences",1,1,"Male",97,3,3,"Laboratory Technician",1,"Divorced",5210,20308,1,"No",18,3,1,80,1,24,2,3,24,9,9,11,"Needs to be run more tightly and with more focus"
31,"No","Travel_Rarely",192,"Research & Development",2,"Master","Life Sciences",1,3,"Male",32,3,1,"Research Scientist",4,"Divorced",2695,7747,0,"Yes",18,3,2,80,1,3,2,1,2,2,2,2,"Cant get anything done so much red tape As a Recruiter you are really just a paper shuffler and Hiring managers rule the roost so if they are incompetent then your hands are tied and there is no way to be successful Huge company politics are in play and it is difficult to figure out who to align yourself with If a process isnt working there is no way to effect any real change "
33,"No","Travel_Frequently",553,"Research & Development",5,"Master","Life Sciences",1,4,"Female",74,3,3,"Manager",2,"Married",11878,23364,6,"No",11,3,2,80,2,12,2,3,10,6,8,8,"The working hours are long The pay is not worth all the time spent at work Management is not great"
39,"No","Travel_Rarely",117,"Research & Development",10,"Others","Medical",1,3,"Male",99,3,4,"Manager",1,"Married",17068,5355,1,"Yes",14,3,4,80,0,21,3,3,21,9,11,10,"Inexperienced middle managers who are where they are because they were strong individual contributors and not necessarily strong people managers Becoming more and more political Lack of autonomy in your job Decisions even the most inconsequential seem to be made by a few people in each department Few career advancement opportunities No worklife balance"
43,"No","Travel_Frequently",185,"Research & Development",10,"Master","Life Sciences",1,3,"Female",33,3,1,"Laboratory Technician",4,"Single",2455,10675,0,"No",19,3,1,80,0,9,5,3,8,7,1,7,"Slow process from idea to launch too many hoops to run through Infrastructure not easily transferable outside of Google"
49,"No","Travel_Rarely",1091,"Research & Development",1,"College","Technical Degree",1,3,"Female",90,2,4,"Healthcare Representative",3,"Single",13964,17810,7,"Yes",12,3,4,80,0,25,2,3,7,1,0,7,"Company big on branding human resources w employees at the top of the hierarchy and then contractors  and finally temp workers Badges identify status with the company Contractors and temps restricted to only worksite buildingzone"
27,"No","Travel_Rarely",1220,"Research & Development",5,"Bachelor","Life Sciences",1,3,"Female",85,3,1,"Research Scientist",2,"Single",2478,20938,1,"Yes",12,3,2,80,0,4,2,2,4,3,1,2,"It grows to 30000 employees by the end of 2011 and It starts to show similar problems as the previous big companies"
32,"No","Travel_Rarely",588,"Sales",8,"College","Technical Degree",1,3,"Female",65,2,2,"Sales Executive",2,"Married",5228,24624,1,"Yes",11,3,4,80,0,13,2,3,13,12,11,9,"Poor Career Growth Promotion review is dysfunctional"
27,"No","Travel_Rarely",1377,"Sales",2,"Bachelor","Life Sciences",1,4,"Male",74,3,2,"Sales Executive",3,"Single",4478,5242,1,"Yes",11,3,1,80,0,5,3,3,5,4,0,4,"A lot of concurrent initiatives but unsure of statusfollowthroughreasons for these initiatives A sense that we are overhiring Commitment to dogfooding is admirablebut sometimes its OK to use a nonGoogle application to manage some of our work There is a tendency to promote people who need more seasoning Managing people is not a perk of promotion and not everyone can be a manager"
31,"No","Travel_Rarely",691,"Sales",7,"Bachelor","Marketing",1,4,"Male",73,3,2,"Sales Executive",4,"Divorced",7547,7143,4,"No",12,3,4,80,3,13,3,3,7,7,1,7,"Work may be stressful Promotion opportunities may be limited You may start to feel strange highlyqualified competent and just one number among others Cramped cubicles Since about a year ago switching groups became much more difficult"
32,"No","Travel_Rarely",1018,"Research & Development",2,"Master","Medical",1,1,"Female",74,4,2,"Research Scientist",4,"Single",5055,10557,7,"No",16,3,3,80,0,10,0,2,7,7,0,7," Increasing numbers of middle managers who add no value Focus on shiny vs substantive work  youre more rewarded for style than substance splashy work gets praise"
30,"No","Travel_Rarely",1275,"Research & Development",28,"College","Medical",1,4,"Female",64,3,2,"Research Scientist",4,"Married",5775,11934,1,"No",13,3,4,80,2,11,2,3,10,8,1,9,"Since the environment is one in which everyone must participate it is difficult to pull back eg girfriend breakup"
31,"No","Travel_Frequently",798,"Research & Development",7,"College","Life Sciences",1,3,"Female",48,2,3,"Manufacturing Director",3,"Married",8943,14034,1,"No",24,4,1,80,1,10,2,3,10,9,8,9,"Can be hard to transfer to a new project which can lead to the need to excel at something you dont like in order to earn your way out of it  The opportunities for 20 time are real but you may not have enough time and energy to make use of them  Management is often handsoff and not necessarily helpfulencouraging Find peers to encourage and support you"
39,"No","Travel_Frequently",672,"Research & Development",7,"College","Medical",1,3,"Male",54,2,5,"Manager",4,"Married",19272,21141,1,"No",15,3,1,80,1,21,2,3,21,9,13,3,"Having good management seems to be a nongoal at least below the highest levels The only requirements for becoming a manager are having good enough technical skills to reach the correct job level and expressing interest Because of this middle management is extremely hitormiss Employees are often expected to figure out how to grow on their own with little or no guidance even for those fresh out of school"
33,"No","Travel_Frequently",508,"Sales",10,"Bachelor","Marketing",1,2,"Male",46,2,2,"Sales Executive",4,"Single",4682,4317,3,"No",14,3,3,80,0,9,6,2,7,7,0,1,"getting very political a lot of nepotism Very negative vibe from employees regarding manager competency"
47,"No","Travel_Rarely",1482,"Research & Development",5,"Doctor","Life Sciences",1,4,"Male",42,3,5,"Research Director",3,"Married",18300,16375,4,"No",11,3,2,80,1,21,2,3,3,2,1,1,"tough seniors tough work lesser growth salary could be better"
43,"No","Travel_Frequently",559,"Research & Development",10,"Master","Life Sciences",1,3,"Female",82,2,2,"Laboratory Technician",3,"Divorced",5257,6227,1,"No",11,3,2,80,1,9,3,4,9,7,0,0,"High variance in manager competence including some managers whose only skill appears to have been being lucky enough to join preIPO From my experience  despite massive amounts of data in the form of Googlegeist employees reaching out to HR to express concerns and almost universal team dissatisfaction some really bad managers are simply not dealt with"
27,"No","Non-Travel",210,"Sales",1,"Others","Marketing",1,3,"Male",73,3,2,"Sales Executive",2,"Married",6349,22107,0,"Yes",13,3,4,80,1,6,0,3,5,4,1,4,"Program Managers fresh out of grad school who pretend like they know the product better than you do will shoot down all your ideas or input regardless of your experience There is no clear direction or priorities set with specific projects"
54,"No","Travel_Frequently",928,"Research & Development",20,"Master","Life Sciences",1,4,"Female",31,3,2,"Research Scientist",3,"Single",4869,16885,3,"No",12,3,4,80,0,20,4,2,4,3,0,3,"Culture of secrecy The sense that everyones expendable No worklife balance or autonomy Immature andor inexperienced middle managers"
43,"No","Travel_Rarely",1001,"Research & Development",7,"Bachelor","Life Sciences",1,3,"Female",43,3,3,"Healthcare Representative",1,"Married",9985,9262,8,"No",16,3,1,80,1,10,1,2,1,0,0,0,"Shifted strategies a couple times May have been worthwhile to see how certain ones played out before shifting again"
45,"No","Travel_Rarely",549,"Research & Development",8,"Master","Other",1,4,"Male",75,3,2,"Research Scientist",4,"Married",3697,9278,9,"No",14,3,1,80,2,12,3,3,10,9,9,8,"Not use of ones talent not much work to do"
40,"No","Travel_Rarely",1124,"Sales",1,"College","Medical",1,2,"Male",57,1,2,"Sales Executive",4,"Married",7457,13273,2,"Yes",22,4,3,80,3,6,2,2,4,3,0,2,"Great Perks Very cool company name recognition Pride in working for the good guys Work with the best and brightest"
29,"No","Travel_Rarely",738,"Research & Development",9,"Doctor","Other",1,2,"Male",30,2,1,"Laboratory Technician",4,"Single",3983,7621,0,"No",17,3,3,80,0,4,2,3,3,2,2,2,"Pros Work environment is so amazing Cons Pay is pretty low right niow"
30,"No","Travel_Rarely",570,"Sales",5,"Bachelor","Marketing",1,4,"Female",30,2,2,"Sales Executive",3,"Divorced",6118,5431,1,"No",13,3,3,80,3,10,2,3,10,9,1,2,"Free lunch every work day game rooms with pool  foosball  ping pong  console gaming kitchenettes with snack and beverages replenished twice per work day Cons The ratio of fulltime employees to contractors is 1100 for the Bothell office There is very little chance at promotion for an astonishing amount of work completed beyond whats required"
27,"No","Travel_Rarely",1130,"Sales",8,"Master","Marketing",1,2,"Female",56,3,2,"Sales Executive",2,"Married",6214,3415,1,"No",18,3,1,80,1,8,3,3,8,7,0,7,"big and slow too many silos very distributed very hard to tell what is going on closed NIH environment and technology inconsistent and political promotion process"
37,"No","Travel_Rarely",1192,"Research & Development",5,"College","Medical",1,4,"Male",61,3,2,"Manufacturing Director",4,"Divorced",6347,23177,7,"No",16,3,3,80,2,8,2,2,6,2,0,4,"Nothing that happens or has ever happened in software engineering is interesting relevant or good unless it happened at Google Prior experience in barbarian companies is considered irrelevant or harmful Groupthink and NIH syndrome lead to some daft decisions that are considered holy and irrevocable within the company"
38,"No","Travel_Rarely",343,"Research & Development",15,"College","Life Sciences",1,3,"Male",92,2,3,"Research Director",4,"Divorced",11510,15682,0,"Yes",14,3,2,80,1,12,3,3,11,10,2,9,"Low pay Slow professional growth Large company with heavy bureaucratic tendencies"
31,"No","Travel_Rarely",1232,"Research & Development",7,"Master","Medical",1,3,"Female",39,3,3,"Manufacturing Director",4,"Single",7143,25713,1,"Yes",14,3,3,80,0,11,2,2,11,9,4,10,"Managers are too busy to give feedback only once a month They are not on the same page with the lead and its quite confusing what theyre looking for sometimes They dont really put you in a team that matches your experienceinterest You can get stuck in a team for at least a year when you start working there Extremely high workload"
29,"No","Travel_Rarely",144,"Sales",10,"Others","Marketing",1,4,"Female",39,2,2,"Sales Executive",2,"Divorced",8268,11866,1,"Yes",14,3,1,80,2,7,2,3,7,7,1,7,"lousy commute expensive rent high cost of living bad life style choices by peers abrasive managers"
35,"No","Travel_Rarely",1296,"Research & Development",5,"Master","Technical Degree",1,3,"Male",62,3,3,"Manufacturing Director",2,"Single",8095,18264,0,"No",13,3,4,80,0,17,5,3,16,6,0,13,"I used to love this company and thought we contributed a great deal to help the industry and society and that we could do no harm Unfortunately I dont believe this about the company anymore and I have recently lost a great deal of confidence in the current leadership team The company has recently become run much more top down than the bottoms up nature of the years past"
23,"No","Travel_Rarely",1309,"Research & Development",26,"Others","Life Sciences",1,3,"Male",83,3,1,"Research Scientist",4,"Divorced",2904,16092,1,"No",12,3,3,80,2,4,2,2,4,2,0,2,"no training place you on a team without consulation not much control of your career manager driven if manage is not competent of does not like you things are very bad"
41,"No","Travel_Rarely",483,"Research & Development",6,"Bachelor","Medical",1,4,"Male",95,2,2,"Manufacturing Director",2,"Single",6032,10110,6,"Yes",15,3,4,80,0,8,3,3,5,4,1,2,"Ive since left Google many of my earlyday colleagues have moved to more nimble environments where the work has a deeper impact The company has gotten very heavy with many layers of experts all who bring the complexity they developed from other worldclass companies they have worked in "
47,"No","Travel_Frequently",1309,"Sales",4,"Others","Medical",1,2,"Male",99,3,2,"Sales Representative",3,"Single",2976,25751,3,"No",19,3,1,80,0,5,3,3,0,0,0,0," Great great perks They really make you feel taken care of as an employee and as a person Great pride when you realize how the company is changing the world in a positive way and you are part of it Really nice people with not many big egosA300"
42,"No","Travel_Rarely",810,"Research & Development",23,"Doctor","Life Sciences",1,1,"Female",44,3,4,"Research Director",4,"Single",15992,15901,2,"No",14,3,2,80,0,16,2,3,1,0,0,0,"For experienced workers mostly people are looking for greater challenge more $$$$$$ and moving up the ladder This seldom occurs"
29,"No","Non-Travel",746,"Sales",2,"Bachelor","Life Sciences",1,4,"Male",61,3,2,"Sales Executive",3,"Married",4649,16928,1,"No",14,3,1,80,1,4,3,2,4,3,0,2,"Overworked Management can be a nightmare to work with"
42,"No","Travel_Rarely",544,"Human Resources",2,"Others","Technical Degree",1,3,"Male",52,3,1,"Human Resources",3,"Divorced",2696,24017,0,"Yes",11,3,3,80,1,4,5,3,3,2,1,0,"Way too many middle managers Employees are mired in cycles of performance reviews the dreaded calibration being graded on the curve etc Competitive political workplace"
32,"No","Travel_Rarely",1062,"Research & Development",2,"Bachelor","Medical",1,3,"Female",75,3,1,"Laboratory Technician",2,"Married",2370,3956,1,"No",13,3,3,80,1,8,4,3,8,0,0,7,"Benefits are unmatched by other employers Office environment is over the top"
41,"Yes","Travel_Rarely",1102,"Sales",1,"College","Life Sciences",1,2,"Female",94,3,2,"Sales Executive",4,"Single",5993,19479,8,"Yes",11,3,1,80,0,8,0,1,6,4,0,5,"This is no longer a startup You cant expect to go to Google these days and become a millionaire As some reviewers have said there is basically no room for advancement so it is a deadend job They do discriminate by schools Say if you attended Arizona State you would get paid $20k less than the same person graduating from Berkeley or Stanford It is pretty ridiculous like that"
37,"Yes","Travel_Rarely",1373,"Research & Development",2,"College","Other",1,4,"Male",92,2,1,"Laboratory Technician",3,"Single",2090,2396,6,"Yes",15,3,2,80,0,7,3,3,0,0,0,0,"1 We only say that we have free food and all other crap how does it help me as a person  2 Peers are arrogant and i have seen its like stanford etc are great  ps i am from stanford too though but the general attitude around is like every other place is bad  3 recruitment process is not good though i did get it due to my background i dont think they see skillsets"
28,"Yes","Travel_Rarely",103,"Research & Development",24,"Bachelor","Life Sciences",1,3,"Male",50,2,1,"Laboratory Technician",3,"Single",2028,12947,5,"Yes",14,3,2,80,0,6,4,3,4,2,0,3,"Lack of respect toward other employees domineering behavior inappropriate initial placement in the company extremely poor treatment of employees by management lack of recognition barbaric management style unprofessionalism sense of entitlement and generally very poor human behavior On my first day on the job I was horrified to find my new manager yelling and treating me in a demeaning way"
36,"Yes","Travel_Rarely",1218,"Sales",9,"Master","Life Sciences",1,3,"Male",82,2,1,"Sales Representative",1,"Single",3407,6986,7,"No",23,4,2,80,0,10,4,3,5,3,0,3,"underpaid interview process takes too long the work and place is not as cool as it may seem cutting perks and benefits"
34,"Yes","Travel_Rarely",699,"Research & Development",6,"Others","Medical",1,2,"Male",83,3,1,"Research Scientist",1,"Single",2960,17102,2,"No",11,3,3,80,0,8,2,3,4,2,1,3,"Google fortunately is the worst company I have ever worked for It attracts so many talent people to work for this company but in fact the only give software engineers the special treatment Ive seen so many great engineers in operation team were treated like nothing"
32,"Yes","Travel_Frequently",1125,"Research & Development",16,"Others","Life Sciences",1,2,"Female",72,1,1,"Research Scientist",1,"Single",3919,4681,1,"Yes",22,4,2,80,0,10,5,3,10,2,6,7,"all benefits at Google are provided so as to keep you at work as long as possible Serious egotism is a problem"
39,"Yes","Travel_Rarely",895,"Sales",5,"Bachelor","Technical Degree",1,4,"Male",56,3,2,"Sales Representative",4,"Married",2086,3335,3,"No",14,3,3,80,1,19,6,4,1,0,0,0,"Never get to see my product make it to launch"
24,"Yes","Travel_Rarely",813,"Research & Development",1,"Bachelor","Medical",1,2,"Male",61,3,1,"Research Scientist",4,"Married",2293,3020,2,"Yes",16,3,1,80,1,6,2,2,2,0,2,0,"unorganized no focus to individual efforts"
50,"Yes","Travel_Rarely",869,"Sales",3,"College","Marketing",1,1,"Male",86,2,1,"Sales Representative",3,"Married",2683,3810,1,"Yes",14,3,3,80,0,3,2,3,3,2,0,2,"1 Current Recruiting practice has some very strange practices and the rather junior mediocre recruiting staff are afraid to challenge  2Inflexible recruiting practices that hire against a set of ideals vs business needs At least 1000 people a day are screened out due to ridiculous ideals that are never questioned  3Recruiting practices that do not improve without 18 layers of approvals"
26,"Yes","Travel_Rarely",1357,"Research & Development",25,"Bachelor","Life Sciences",1,1,"Male",48,1,1,"Laboratory Technician",3,"Single",2293,10558,1,"No",12,3,3,80,0,1,2,2,1,0,0,1,"Lack of proper work life balance deadlines deadlines deadlines Conference calls can be weird times of the day but overall satisfying"
41,"Yes","Travel_Rarely",1360,"Research & Development",12,"Bachelor","Technical Degree",1,2,"Female",49,3,5,"Research Director",3,"Married",19545,16280,1,"No",12,3,4,80,0,23,0,3,22,15,15,8,"Poor communications between software development uniits were tolerated by management Management never communicated its goals leaving engineering and consulting in the dark Software quality was so poor that customers were dissatisfied and continuously threatening to halt the projects Payment was withheld leading to more pressure to cut costs and diminished software quality"
48,"Yes","Travel_Rarely",626,"Research & Development",1,"College","Life Sciences",1,1,"Male",98,2,3,"Laboratory Technician",3,"Single",5381,19294,9,"Yes",13,3,4,80,0,23,2,3,1,0,0,0,"Shocked by the rather incompetent recruiting leadership on the sales team supporting at best a rather mediocre experience for hiring managers and candidates  Rote robot like recruiting process which is driven by levels and espouses in the box thinking  Middle managers Staffing Managers are the epitomy of lets do things to please Larry vs lets question and innovate"
28,"Yes","Travel_Rarely",1434,"Research & Development",5,"Master","Technical Degree",1,3,"Male",50,3,1,"Laboratory Technician",3,"Single",3441,11179,1,"Yes",13,3,3,80,0,2,3,2,2,2,2,2,"Management coworkers try to directly copy other products location"
36,"Yes","Travel_Rarely",318,"Research & Development",9,"Bachelor","Medical",1,4,"Male",79,2,1,"Research Scientist",3,"Married",3388,21777,0,"Yes",17,3,1,80,1,2,0,2,1,0,0,0,"You are encouraged to work against your teammates in your fight to the top and talk bad about them Building a sense of community is discouraged"
46,"Yes","Travel_Rarely",669,"Sales",9,"College","Medical",1,3,"Male",64,2,3,"Sales Executive",4,"Single",9619,13596,1,"No",16,3,4,80,0,9,3,3,9,8,4,7,"Google sucks when it comes to bringing on board new talent with a strong and accomplished caliber and assisting its integration into the operations Instead of making the younger and less experienced workforce absorb the experience and KnowHow Google embraced a weak and overly flat environment which allows the least experienced ones set the tone and fight off external KnowHow and experience"
37,"Yes","Travel_Rarely",807,"Human Resources",6,"Master","Human Resources",1,3,"Male",63,3,1,"Human Resources",1,"Divorced",2073,23648,4,"Yes",22,4,4,80,0,7,3,3,3,2,0,2,"Ex mcKinsey folks become sheep like here and forget that their insights could be used to affect change at a Recruiting function that is lackluster take them out of The gplex they couldnt recruit top talent Several recruiting leaders from the UK and seem to lack basic strategy skills but excel at their own PR Recruiting is a protracted process that doesnt need to be"
20,"Yes","Travel_Frequently",871,"Research & Development",6,"Bachelor","Life Sciences",1,4,"Female",66,2,1,"Laboratory Technician",4,"Single",2926,19783,1,"Yes",18,3,2,80,0,1,5,3,1,0,1,0,"too much work too much stress politics is growing hyper competetive know it alls abound in this company not even the best conpany to work for in bay read"
25,"Yes","Travel_Rarely",240,"Sales",5,"Bachelor","Marketing",1,3,"Male",46,2,2,"Sales Executive",3,"Single",5744,26959,1,"Yes",11,3,4,80,0,6,1,3,6,4,0,3,"People here dont know how to program"
34,"Yes","Travel_Frequently",658,"Research & Development",7,"Bachelor","Life Sciences",1,1,"Male",66,1,2,"Laboratory Technician",3,"Single",6074,22887,1,"Yes",24,4,4,80,0,9,3,3,9,7,0,6,"my manager was aggressive my manager illegally harassed me HR did nothing about it I ended up seeking counseling about the problems I was having with my manager when I told her manager what was going on he told me I should manup and grow a pair when I confided in a colleague for advice that person decided to gossip to the rest of the team about the problem"
56,"Yes","Travel_Rarely",441,"Research & Development",14,"Master","Life Sciences",1,2,"Female",72,3,1,"Research Scientist",2,"Married",4963,4510,9,"Yes",18,3,1,80,3,7,2,3,5,4,4,3,"The competition for the job is extremely intense You will get some very tough interview questions but as long as you get through those interviews you are okay"
31,"Yes","Travel_Rarely",249,"Sales",6,"Master","Life Sciences",1,2,"Male",76,1,2,"Sales Executive",3,"Married",6172,20739,4,"Yes",18,3,2,80,0,12,3,2,7,7,7,7,"very slow to get anything done you work for your OKRs not for your passion 20 time is a myth "
58,"Yes","Travel_Rarely",147,"Research & Development",23,"Master","Medical",1,4,"Female",94,3,3,"Healthcare Representative",4,"Married",10312,3465,1,"No",12,3,4,80,1,40,3,2,40,10,15,6,"Most of what you hear about working at Google is just hype The reality doesnt live up to it  Shitty passiveaggressive middle management  Systematically rewards only short term results which leads to exponential compounding of code cruft I mean they give explicit instructions for calibration and promo to consider only demonstrable benefits of the last 6 months of work"
19,"Yes","Travel_Rarely",528,"Sales",22,"Others","Marketing",1,4,"Male",50,3,1,"Sales Representative",3,"Single",1675,26820,1,"Yes",19,3,4,80,0,0,2,2,0,0,0,0,"If you get stuck with a bad manager in a chain of people who aim to protect that person good luck  Low base salary  Very hard to advance  Some groups can be very political"
31,"Yes","Travel_Rarely",542,"Sales",20,"Bachelor","Life Sciences",1,2,"Female",71,1,2,"Sales Executive",3,"Married",4559,24788,3,"Yes",11,3,3,80,1,4,2,3,2,2,2,2,"I came in under an acquisition excited to take on a new role I found the acquisition team to be unprepared and without answers My team members were confused about who even their new managers would be While no one expected handouts it was hard to find someone even interested in assisting those who came on with temporary roles It was starting from scratch to find a place in the big Google world"
51,"Yes","Travel_Frequently",1150,"Research & Development",8,"Master","Life Sciences",1,1,"Male",53,1,3,"Manufacturing Director",4,"Single",10650,25150,2,"No",15,3,4,80,0,18,2,3,4,2,0,3,"Google opened the Kirkland office to poach from Microsoft and Amazon Looks like they got what they wished for The office and Google internally is just brimming with politics and useless processes now All the good Engineers havewill leave very shortly"
32,"Yes","Travel_Rarely",1033,"Research & Development",9,"Bachelor","Medical",1,1,"Female",41,3,1,"Laboratory Technician",1,"Single",4200,10224,7,"No",22,4,1,80,0,10,2,4,5,4,0,4,"Very corporate now The company is hierarchical and there is little to no access to management at the top Long hours and no work life balance"
19,"Yes","Travel_Frequently",602,"Sales",1,"Others","Technical Degree",1,3,"Female",100,1,1,"Sales Representative",1,"Single",2325,20989,0,"No",21,4,1,80,0,1,5,4,0,0,0,0,"Entitlement damaging competitiveness and misogyny just to name a few Throw an ineffective HR team in the mix and it is actually not a very supportive or pleasant place to work I worked in a group that was dominated by men who actively did not like women My male boss actually stated in a 11 with me once that he though several recent promotions were to fill some sort of promote women quota "
19,"Yes","Travel_Rarely",303,"Research & Development",2,"Bachelor","Life Sciences",1,2,"Male",47,2,1,"Laboratory Technician",4,"Single",1102,9241,1,"No",22,4,3,80,0,1,3,2,1,0,1,0,"horrible management no training too many people and not enough hours to work"
41,"Yes","Travel_Rarely",1356,"Sales",20,"College","Marketing",1,2,"Female",70,3,1,"Sales Representative",2,"Single",3140,21728,1,"Yes",22,4,4,80,0,4,5,2,4,3,0,2,"No Union no sense of security horrible working conditions your not allowed to have a voice No one seems to know whats going on rules change every week There are non stop emails and sometimes even phone calls during your personal time Even after a 10 hour shift you only get 30 minutes lunch You often have to perform the role of 3 people at once"
35,"Yes","Travel_Rarely",556,"Research & Development",23,"College","Life Sciences",1,2,"Male",50,2,2,"Manufacturing Director",3,"Married",5916,15497,3,"Yes",13,3,1,80,0,8,1,3,1,0,0,1,"Management  I personally experienced the worst management My boss didnt know how to be a manager and would always try and steal my work and then take credit for it later Super micromanager His boss way just as bad and the director of our department is a joke A lot of favoritism and politics and ego filled people who think they are entitled"
38,"Yes","Travel_Rarely",1180,"Research & Development",29,"Others","Medical",1,2,"Male",70,3,2,"Healthcare Representative",1,"Married",6673,11354,7,"Yes",19,3,2,80,0,17,2,3,1,0,0,0,"Be aware that internal mobility between ladderslocations are very difficult in some departments where internal recruiting is low CorpEng Corporate Engineering Department is one of the top department that is applying this policy since management is only interested in their own benefits Even you agree with some manager for mobility in other departments theyll try to interrupt the process"
29,"Yes","Travel_Rarely",121,"Sales",27,"Bachelor","Marketing",1,2,"Female",35,3,3,"Sales Executive",4,"Married",7639,24525,1,"No",22,4,4,80,3,10,3,2,10,4,1,9,"Nothing to do Once you get there you could relax"
32,"Yes","Travel_Rarely",1045,"Sales",4,"Master","Medical",1,4,"Male",32,1,3,"Sales Executive",4,"Married",10400,25812,1,"No",11,3,3,80,0,14,2,2,14,8,9,8,"Discriminate the lower level May be not the owner but the management is As signed paperwork it said equal opportunities but really is not Like myself I work myself off and willing to go extra mile but at the end they used all of your talent then said end of my contract"
30,"Yes","Travel_Rarely",1005,"Research & Development",3,"Bachelor","Technical Degree",1,4,"Female",88,3,1,"Research Scientist",1,"Single",2657,8556,5,"Yes",11,3,3,80,0,8,5,3,5,2,0,4,"Be aware of the Google fairy tale The reality that I experienced is  1 The so called 20 project is already gone The first day I joined the team I was explicitly told there is no such thing called 20 project I was told to focus on this teams jobs 2 The legend of developer come up with ideas and had freedom to execute does not exist "
30,"Yes","Travel_Frequently",334,"Sales",26,"Master","Marketing",1,3,"Female",52,2,2,"Sales Executive",1,"Single",6696,22967,5,"No",15,3,3,80,0,9,5,2,6,3,0,1,"Does anyone in management or in the company as a whole have an EQ over 5 Forgot any ideas about equality respect and cultural sensitivity Also forget working here if you have anything more than about 5 years of experience  theyll try to exploit the hell out of you and take advantage of any knowledge or experience that you have that isnt part of your job"
29,"Yes","Travel_Rarely",992,"Research & Development",1,"Bachelor","Technical Degree",1,3,"Male",85,3,1,"Research Scientist",3,"Single",2058,19757,0,"No",14,3,4,80,0,7,1,2,6,2,1,5,"6 bosses one task 6 different results Horrible leadership and communications process Internally dysfunctional and misleading Additionally they dont honor written contracts to pay employees"
29,"Yes","Travel_Rarely",896,"Research & Development",18,"Others","Medical",1,3,"Male",86,2,1,"Research Scientist",4,"Single",2389,14961,1,"Yes",13,3,3,80,0,4,3,2,4,3,0,1,"Engineering culture lack of seasoned business management immature"
